ID	Position	Name	Salary	Opponent	Team	Venue	Minutes	SeasonAvgMins	Metric	Modifier	Value	MetricName	MetricFrom	DefenseMultiplier	PositionRank	Include	Exclude
26228	4	Tolliver, Anthony	3600	Oklahoma City Thunder	Detroit Pistons	Home	20.65	20.29	11.83	1.000000	0.328611	FirstOne2	2015-11-25	0.9567	36	0	0
26214	4	Kaminsky, Frank	3700	Cleveland Cavaliers	Charlotte Hornets	Visitor	16.56	13.43	11.08	1.000000	0.299459	FirstOne2	2015-11-25	1.0510	37	0	0
26226	4	Parker, Jabari	5300	Orlando Magic	Milwaukee Bucks	Home	23.29	23.22	15.51	1.000000	0.292641	FirstOne2	2015-11-25	1.0392	38	0	0
26266	4	Diaw, Boris	3500	Denver Nuggets	San Antonio Spurs	Home	15.47	17.47	9.73	1.000000	0.278000	FirstOne2	2015-11-25	0.8648	39	0	0
26314	5	Dieng, Gorgui	4100	Sacramento Kings	Minnesota Timberwolves	Home	21.23	19.47	21.60	1.000000	0.526829	FirstOne2	2015-11-25	0.9698	1	0	0
26358	5	Koufos, Kosta	4200	Minnesota Timberwolves	Sacramento Kings	Visitor	24.45	23.80	21.19	1.000000	0.504523	FirstOne2	2015-11-25	1.0320	2	0	0
26411	5	Okafor, Jahlil	6600	Houston Rockets	Philadelphia 76ers	Home	32.84	32.94	32.43	1.000000	0.491363	FirstOne2	2015-11-25	0.9913	3	0	0
25945	5	Jokic, Nikola	4400	San Antonio Spurs	Denver Nuggets	Visitor	19.07	16.43	21.35	1.000000	0.485227	FirstOne2	2015-11-24	1.0385	4	0	0
25582	5	Lopez, Robin	4400	Miami Heat	New York Knicks	Visitor	24.89	25.31	20.80	1.000000	0.472727	FirstOne2	2015-11-25	0.8625	5	0	0
26325	5	Hill, Jordan	5100	Chicago Bulls	Indiana Pacers	Visitor	23.72	23.62	24.00	1.000000	0.470588	FirstOne2	2015-11-24	1.0277	6	0	0
25971	5	Bogut, Andrew	4800	Phoenix Suns	Golden State Warriors	Home	18.95	19.40	22.40	1.000000	0.466666	FirstOne2	2015-11-24	0.9441	7	0	0
26415	5	Jordan, DeAndre	7800	New Orleans Pelicans	Los Angeles Clippers	Visitor	32.27	32.00	35.48	1.000000	0.454871	FirstOne2	2015-11-25	1.0063	8	0	0
26427	5	Drummond, Andre	9600	Oklahoma City Thunder	Detroit Pistons	Home	33.04	35.20	43.66	1.000000	0.454791	FirstOne2	2015-11-25	0.8175	9	0	0
26342	5	Capela, Clint	4500	Philadelphia 76ers	Houston Rockets	Visitor	16.31	16.87	20.41	1.000000	0.453555	FirstOne2	2015-11-25	0.9913	10	0	0
25542	5	Mahinmi, Ian	4800	Chicago Bulls	Indiana Pacers	Visitor	24.07	23.62	21.33	1.000000	0.444375	FirstOne2	2015-11-24	1.0277	11	0	0
26373	5	Vucevic, Nikola	7300	Milwaukee Bucks	Orlando Magic	Visitor	28.03	28.82	32.42	1.000000	0.444109	FirstOne2	2015-11-25	1.0986	12	0	0
26341	5	Gortat, Marcin	6100	Boston Celtics	Washington Wizards	Home	26.74	27.00	27.08	1.000000	0.443934	FirstOne2	2015-11-25	0.9591	13	0	0
25948	5	Ezeli, Festus	4300	Phoenix Suns	Golden State Warriors	Home	18.06	19.13	18.83	1.000000	0.437906	FirstOne2	2015-11-24	0.9441	14	0	0
26419	5	Whiteside, Hassan	8500	New York Knicks	Miami Heat	Home	28.77	28.86	36.97	1.000000	0.434941	FirstOne2	2015-11-25	1.0235	15	0	0
26395	5	Jefferson, Al	7100	Cleveland Cavaliers	Charlotte Hornets	Visitor	27.07	26.60	30.86	1.000000	0.434647	FirstOne2	2015-11-25	1.0921	16	0	0
25994	5	Monroe, Greg	7800	Orlando Magic	Milwaukee Bucks	Home	30.14	31.67	33.68	1.000000	0.431794	FirstOne2	2015-11-25	0.9248	17	0	0
26399	5	Cousins, DeMarcus	10600	Minnesota Timberwolves	Sacramento Kings	Visitor	32.05	31.56	44.83	1.000000	0.422924	FirstOne2	2015-11-23	1.0320	18	0	0
26418	5	Horford, Al	7200	Memphis Grizzlies	Atlanta Hawks	Home	30.94	31.06	29.69	1.000000	0.412361	FirstOne2	2015-11-25	1.2402	19	0	0
25587	5	Howard, Dwight	8100	Philadelphia 76ers	Houston Rockets	Visitor	33.47	32.20	32.80	1.000000	0.404938	FirstOne2	2015-11-25	0.9913	20	0	0
26382	5	Duncan, Tim	6600	Denver Nuggets	San Antonio Spurs	Home	27.92	27.13	26.65	1.000000	0.403787	FirstOne2	2015-11-25	0.8325	21	0	0
26405	5	Towns, Karl-Anthony	6900	Sacramento Kings	Minnesota Timberwolves	Home	26.32	27.87	27.57	1.000000	0.399565	FirstOne2	2015-11-25	0.9698	22	0	0
26328	5	Adams, Steven	4000	Detroit Pistons	Oklahoma City Thunder	Visitor	22.21	23.31	15.98	1.000000	0.399500	FirstOne2	2015-11-25	0.9741	23	0	0
26410	5	Gasol, Marc	7800	Atlanta Hawks	Memphis Grizzlies	Visitor	36.22	33.44	31.12	1.000000	0.398974	FirstOne2	2015-11-25	0.8990	24	0	0
25953	5	Olynyk, Kelly	3600	Washington Wizards	Boston Celtics	Visitor	16.35	16.79	13.94	1.000000	0.387222	FirstOne2	2015-11-25	0.9891	25	0	0
26267	5	Noah, Joakim	4400	Indiana Pacers	Chicago Bulls	Home	19.85	20.08	16.97	1.000000	0.385681	FirstOne2	2015-11-24	1.1222	26	0	0
25551	5	Johnson, Amir	4600	Washington Wizards	Boston Celtics	Visitor	22.39	22.47	16.78	1.000000	0.364782	FirstOne2	2015-11-25	0.9891	27	0	0
26249	5	Mozgov, Timofey	4000	Charlotte Hornets	Cleveland Cavaliers	Home	19.45	20.33	14.52	1.000000	0.363000	FirstOne2	2015-11-19	0.8947	28	0	0
26369	5	Kanter, Enes	5900	Detroit Pistons	Oklahoma City Thunder	Visitor	20.71	21.06	20.84	1.000000	0.353220	FirstOne2	2015-11-25	0.9741	29	0	0
26297	5	Cauley-Stein, Willie	3800	Minnesota Timberwolves	Sacramento Kings	Visitor	17.27	18.73	13.15	1.000000	0.346052	FirstOne2	2015-11-25	1.0320	30	0	0
26306	5	Chandler, Tyson	4700	Golden State Warriors	Phoenix Suns	Visitor	22.24	24.86	15.34	1.000000	0.326382	FirstOne2	2015-11-23	0.8776	31	0	0
26229	5	Splitter, Tiago	3500	Memphis Grizzlies	Atlanta Hawks	Home	15.14	16.79	9.60	1.000000	0.274285	FirstOne2	2015-11-21	1.2402	32	0	0
26220	5	O'Bryant, Johnny	3500	Orlando Magic	Milwaukee Bucks	Home	15.85	17.29	7.76	1.000000	0.221714	FirstOne2	2015-11-23	0.9248	33	0	0
